77 vocabcat records written
ambil, vrb, oov, air
berteman, vrb, oov, pelayan
berteman, vrb, oov, pembantu
berteman, vrb, oov, polisi
berteman, vrb, oov, supir
berteman, vrb, oov, tukang
berteman, vrb, oov, Gede
berteman, vrb, oov, Kadek
berteman, vrb, oov, Ketut
berteman, vrb, oov, Komang
berteman, vrb, oov, Made
berteman, vrb, oov, Mang
berteman, vrb, oov, Nengah
berteman, vrb, oov, Ni Luh
berteman, vrb, oov, Nyoman
berteman, vrb, oov, Putu
berteman, vrb, oov, Tut
berteman, vrb, oov, Wayan
bertemu, vrb, oov, laki-laki
bertemu, vrb, oov, perempuan
bertemu, vrb, oov, dia
bertemu, vrb, oov, kita
bertemu, vrb, oov, mereka
bertemu, vrb, oov, saya
bertemu, vrb, oov, Anda
bertemu, vrb, oov, abang
bertemu, vrb, oov, adik
bertemu, vrb, oov, anak
bertemu, vrb, oov, anak laki-laki
bertemu, vrb, oov, anak perempuan
bertemu, vrb, oov, ayah
bertemu, vrb, oov, bapak
bertemu, vrb, oov, ibu
bertemu, vrb, oov, kakak
bertemu, vrb, oov, pacar
bertemu, vrb, oov, ahli bedah
bertemu, vrb, oov, akuntan
bertemu, vrb, oov, arsitek
bertemu, vrb, oov, asisten penjualan
bertemu, vrb, oov, dokter
bertemu, vrb, oov, dokter gigi
bertemu, vrb, oov, dokter hewan
bertemu, vrb, oov, guru
bertemu, vrb, oov, guru
bertemu, vrb, oov, hakim
bertemu, vrb, oov, kasir
bertemu, vrb, oov, koki
bertemu, vrb, oov, makelar
bertemu, vrb, oov, montir
bertemu, vrb, oov, pelayan
bertemu, vrb, oov, pemadam kebakaran
bertemu, vrb, oov, pembantu
bertemu, vrb, oov, pemotret
bertemu, vrb, oov, peneliti
bertemu, vrb, oov, pengacara
bertemu, vrb, oov, penjahit
bertemu, vrb, oov, penjual ikan
bertemu, vrb, oov, perawat
bertemu, vrb, oov, perias rambut
bertemu, vrb, oov, polisi
bertemu, vrb, oov, pramugari
bertemu, vrb, oov, resepsionis
bertemu, vrb, oov, sekretaris
bertemu, vrb, oov, teknisi komputer
bertemu, vrb, oov, tukang
bertemu, vrb, oov, tukang bangunan
bertemu, vrb, oov, tukang cat
bertemu, vrb, oov, tukang daging
bertemu, vrb, oov, tukang kayu
bertemu, vrb, oov, tukang las
bertemu, vrb, oov, tukang optic
bertemu, vrb, oov, tukang pangkas
bertemu, vrb, oov, tukang pipa
bertemu, vrb, oov, tukang pos
bertemu, vrb, oov, tukang roti
bertemu, vrb, oov, tukang sapu
bertemu, vrb, oov, wartawan
bertemu, vrb, oov, murid
bertemu, vrb, oov, pelayan
bertemu, vrb, oov, pembantu
bertemu, vrb, oov, polisi
bertemu, vrb, oov, supir
bertemu, vrb, oov, tukang
bertemu, vrb, oov, Gede
bertemu, vrb, oov, Kadek
bertemu, vrb, oov, Ketut
bertemu, vrb, oov, Komang
bertemu, vrb, oov, Made
bertemu, vrb, oov, Mang
bertemu, vrb, oov, Nengah
bertemu, vrb, oov, Ni Luh
bertemu, vrb, oov, Nyoman
bertemu, vrb, oov, Putu
bertemu, vrb, oov, Tut
bertemu, vrb, oov, Wayan
buka, vrb, oov, pintu
buka, vrb, oov, jendela
buka, vrb, oov, botol
buka, vrb, oov, buku
membuka, vrb, oov, pintu
membuka, vrb, oov, jendela
membuka, vrb, oov, botol
membuka, vrb, oov, buku
cuci, vrb, oov, air
cuci, vrb, oov, anjing
cuci, vrb, oov, arti
cuci, vrb, oov, batu
cuci, vrb, oov, bensin
cuci, vrb, oov, bom
cuci, vrb, oov, cat
cuci, vrb, oov, cek
cuci, vrb, oov, cermin
cuci, vrb, oov, daging
cuci, vrb, oov, dompet
cuci, vrb, oov, gamelan
cuci, vrb, oov, gelas
cuci, vrb, oov, gunting
cuci, vrb, oov, hewan
cuci, vrb, oov, jam
cuci, vrb, oov, jawab
cuci, vrb, oov, jualan
cuci, vrb, oov, kaca
cuci, vrb, oov, kah
cuci, vrb, oov, kain
cuci, vrb, oov, kalendar
cuci, vrb, oov, kayu
cuci, vrb, oov, kentang
cuci, vrb, oov, keranjang
cuci, vrb, oov, kertas
cuci, vrb, oov, komputer
cuci, vrb, oov, kopi
cuci, vrb, oov, kotak
cuci, vrb, oov, kucing
cuci, vrb, oov, kuda
cuci, vrb, oov, kunci
cuci, vrb, oov, kursi
cuci, vrb, oov, lampu
cuci, vrb, oov, mangga
cuci, vrb, oov, masakan
cuci, vrb, oov, meja
cuci, vrb, oov, mobil
cuci, vrb, oov, motor
cuci, vrb, oov, nyewa
cuci, vrb, oov, papan
cuci, vrb, oov, pel
cuci, vrb, oov, pensil
cuci, vrb, oov, penumpang
cuci, vrb, oov, pipa
cuci, vrb, oov, pisau
cuci, vrb, oov, pos
cuci, vrb, oov, roti
cuci, vrb, oov, sabun
cuci, vrb, oov, sapu
cuci, vrb, oov, sepeda
cuci, vrb, oov, susu
cuci, vrb, oov, taksi
cuci, vrb, oov, tas
cuci, vrb, oov, uang
mencuci, vrb, oov, air
mencuci, vrb, oov, anjing
mencuci, vrb, oov, arti
mencuci, vrb, oov, batu
mencuci, vrb, oov, bensin
mencuci, vrb, oov, bom
mencuci, vrb, oov, cat
mencuci, vrb, oov, cek
mencuci, vrb, oov, cermin
mencuci, vrb, oov, daging
mencuci, vrb, oov, dompet
mencuci, vrb, oov, gamelan
mencuci, vrb, oov, gelas
mencuci, vrb, oov, gunting
mencuci, vrb, oov, hewan
mencuci, vrb, oov, jam
mencuci, vrb, oov, jawab
mencuci, vrb, oov, jualan
mencuci, vrb, oov, kaca
mencuci, vrb, oov, kah
mencuci, vrb, oov, kain
mencuci, vrb, oov, kalendar
mencuci, vrb, oov, kayu
mencuci, vrb, oov, kentang
mencuci, vrb, oov, keranjang
mencuci, vrb, oov, kertas
mencuci, vrb, oov, komputer
mencuci, vrb, oov, kopi
mencuci, vrb, oov, kotak
mencuci, vrb, oov, kucing
mencuci, vrb, oov, kuda
mencuci, vrb, oov, kunci
mencuci, vrb, oov, kursi
mencuci, vrb, oov, lampu
mencuci, vrb, oov, mangga
mencuci, vrb, oov, masakan
mencuci, vrb, oov, meja
mencuci, vrb, oov, mobil
mencuci, vrb, oov, motor
mencuci, vrb, oov, nyewa
mencuci, vrb, oov, papan
mencuci, vrb, oov, pel
mencuci, vrb, oov, pensil
mencuci, vrb, oov, penumpang
mencuci, vrb, oov, pipa
mencuci, vrb, oov, pisau
mencuci, vrb, oov, pos
mencuci, vrb, oov, roti
mencuci, vrb, oov, sabun
mencuci, vrb, oov, sapu
mencuci, vrb, oov, sepeda
mencuci, vrb, oov, susu
mencuci, vrb, oov, taksi
mencuci, vrb, oov, tas
mencuci, vrb, oov, uang
dengar, vrb, oov, lagu
dengar, vrb, oov, tanya
dengar, vrb, oov, jawab
dengar, vrb, oov, mobil
dengar, vrb, oov, sepeda motor
dengar, vrb, oov, anjing
dengar, vrb, oov, kucing
dengar, vrb, oov, kuda
dengar, vrb, oov, laki-laki
dengar, vrb, oov, perempuan
dengar, vrb, oov, dia
dengar, vrb, oov, kita
dengar, vrb, oov, mereka
dengar, vrb, oov, saya
dengar, vrb, oov, Anda
dengar, vrb, oov, abang
dengar, vrb, oov, adik
dengar, vrb, oov, anak
dengar, vrb, oov, anak laki-laki
dengar, vrb, oov, anak perempuan
dengar, vrb, oov, ayah
dengar, vrb, oov, bapak
dengar, vrb, oov, ibu
dengar, vrb, oov, kakak
dengar, vrb, oov, pacar
dengar, vrb, oov, ahli bedah
dengar, vrb, oov, akuntan
dengar, vrb, oov, arsitek
dengar, vrb, oov, asisten penjualan
dengar, vrb, oov, dokter
dengar, vrb, oov, dokter gigi
dengar, vrb, oov, dokter hewan
dengar, vrb, oov, guru
dengar, vrb, oov, guru
dengar, vrb, oov, hakim
dengar, vrb, oov, kasir
dengar, vrb, oov, koki
dengar, vrb, oov, makelar
dengar, vrb, oov, montir
dengar, vrb, oov, pelayan
dengar, vrb, oov, pemadam kebakaran
dengar, vrb, oov, pembantu
dengar, vrb, oov, pemotret
dengar, vrb, oov, peneliti
dengar, vrb, oov, pengacara
dengar, vrb, oov, penjahit
dengar, vrb, oov, penjual ikan
dengar, vrb, oov, perawat
dengar, vrb, oov, perias rambut
dengar, vrb, oov, polisi
dengar, vrb, oov, pramugari
dengar, vrb, oov, resepsionis
dengar, vrb, oov, sekretaris
dengar, vrb, oov, teknisi komputer
dengar, vrb, oov, tukang
dengar, vrb, oov, tukang bangunan
dengar, vrb, oov, tukang cat
dengar, vrb, oov, tukang daging
dengar, vrb, oov, tukang kayu
dengar, vrb, oov, tukang las
dengar, vrb, oov, tukang optic
dengar, vrb, oov, tukang pangkas
dengar, vrb, oov, tukang pipa
dengar, vrb, oov, tukang pos
dengar, vrb, oov, tukang roti
dengar, vrb, oov, tukang sapu
dengar, vrb, oov, wartawan
dengar, vrb, oov, murid
dengar, vrb, oov, pelayan
dengar, vrb, oov, pembantu
dengar, vrb, oov, polisi
dengar, vrb, oov, supir
dengar, vrb, oov, tukang
dengar, vrb, oov, Gede
dengar, vrb, oov, Kadek
dengar, vrb, oov, Ketut
dengar, vrb, oov, Komang
dengar, vrb, oov, Made
dengar, vrb, oov, Mang
dengar, vrb, oov, Nengah
dengar, vrb, oov, Ni Luh
dengar, vrb, oov, Nyoman
dengar, vrb, oov, Putu
dengar, vrb, oov, Tut
dengar, vrb, oov, Wayan
mendengar, vrb, oov, lagu
mendengar, vrb, oov, tanya
mendengar, vrb, oov, jawab
mendengar, vrb, oov, mobil
mendengar, vrb, oov, sepeda motor
mendengar, vrb, oov, anjing
mendengar, vrb, oov, kucing
mendengar, vrb, oov, kuda
mendengar, vrb, oov, laki-laki
mendengar, vrb, oov, perempuan
mendengar, vrb, oov, dia
mendengar, vrb, oov, kita
mendengar, vrb, oov, mereka
mendengar, vrb, oov, saya
mendengar, vrb, oov, Anda
mendengar, vrb, oov, abang
mendengar, vrb, oov, adik
mendengar, vrb, oov, anak
mendengar, vrb, oov, anak laki-laki
mendengar, vrb, oov, anak perempuan
mendengar, vrb, oov, ayah
mendengar, vrb, oov, bapak
mendengar, vrb, oov, ibu
mendengar, vrb, oov, kakak
mendengar, vrb, oov, pacar
mendengar, vrb, oov, ahli bedah
mendengar, vrb, oov, akuntan
mendengar, vrb, oov, arsitek
mendengar, vrb, oov, asisten penjualan
mendengar, vrb, oov, dokter
mendengar, vrb, oov, dokter gigi
mendengar, vrb, oov, dokter hewan
mendengar, vrb, oov, guru
mendengar, vrb, oov, guru
mendengar, vrb, oov, hakim
mendengar, vrb, oov, kasir
mendengar, vrb, oov, koki
mendengar, vrb, oov, makelar
mendengar, vrb, oov, montir
mendengar, vrb, oov, pelayan
mendengar, vrb, oov, pemadam kebakaran
mendengar, vrb, oov, pembantu
mendengar, vrb, oov, pemotret
mendengar, vrb, oov, peneliti
mendengar, vrb, oov, pengacara
mendengar, vrb, oov, penjahit
mendengar, vrb, oov, penjual ikan
mendengar, vrb, oov, perawat
mendengar, vrb, oov, perias rambut
mendengar, vrb, oov, polisi
mendengar, vrb, oov, pramugari
mendengar, vrb, oov, resepsionis
mendengar, vrb, oov, sekretaris
mendengar, vrb, oov, teknisi komputer
mendengar, vrb, oov, tukang
mendengar, vrb, oov, tukang bangunan
mendengar, vrb, oov, tukang cat
mendengar, vrb, oov, tukang daging
mendengar, vrb, oov, tukang kayu
mendengar, vrb, oov, tukang las
mendengar, vrb, oov, tukang optic
mendengar, vrb, oov, tukang pangkas
mendengar, vrb, oov, tukang pipa
mendengar, vrb, oov, tukang pos
mendengar, vrb, oov, tukang roti
mendengar, vrb, oov, tukang sapu
mendengar, vrb, oov, wartawan
mendengar, vrb, oov, murid
mendengar, vrb, oov, pelayan
mendengar, vrb, oov, pembantu
mendengar, vrb, oov, polisi
mendengar, vrb, oov, supir
mendengar, vrb, oov, tukang
mendengar, vrb, oov, Gede
mendengar, vrb, oov, Kadek
mendengar, vrb, oov, Ketut
mendengar, vrb, oov, Komang
mendengar, vrb, oov, Made
mendengar, vrb, oov, Mang
mendengar, vrb, oov, Nengah
mendengar, vrb, oov, Ni Luh
mendengar, vrb, oov, Nyoman
mendengar, vrb, oov, Putu
mendengar, vrb, oov, Tut
mendengar, vrb, oov, Wayan
dorong, vrb, oov, mobil
dorong, vrb, oov, sepeda motor
mendorong, vrb, oov, mobil
mendorong, vrb, oov, sepeda motor
ganggu, vrb, oov, laki-laki
ganggu, vrb, oov, perempuan
ganggu, vrb, oov, dia
ganggu, vrb, oov, kita
ganggu, vrb, oov, mereka
ganggu, vrb, oov, saya
ganggu, vrb, oov, Anda
ganggu, vrb, oov, abang
ganggu, vrb, oov, adik
ganggu, vrb, oov, anak
ganggu, vrb, oov, anak laki-laki
ganggu, vrb, oov, anak perempuan
ganggu, vrb, oov, ayah
ganggu, vrb, oov, bapak
ganggu, vrb, oov, ibu
ganggu, vrb, oov, kakak
ganggu, vrb, oov, pacar
ganggu, vrb, oov, ahli bedah
ganggu, vrb, oov, akuntan
ganggu, vrb, oov, arsitek
ganggu, vrb, oov, asisten penjualan
ganggu, vrb, oov, dokter
ganggu, vrb, oov, dokter gigi
ganggu, vrb, oov, dokter hewan
ganggu, vrb, oov, guru
ganggu, vrb, oov, guru
ganggu, vrb, oov, hakim
ganggu, vrb, oov, kasir
ganggu, vrb, oov, koki
ganggu, vrb, oov, makelar
ganggu, vrb, oov, montir
ganggu, vrb, oov, pelayan
ganggu, vrb, oov, pemadam kebakaran
ganggu, vrb, oov, pembantu
ganggu, vrb, oov, pemotret
ganggu, vrb, oov, peneliti
ganggu, vrb, oov, pengacara
ganggu, vrb, oov, penjahit
ganggu, vrb, oov, penjual ikan
ganggu, vrb, oov, perawat
ganggu, vrb, oov, perias rambut
ganggu, vrb, oov, polisi
ganggu, vrb, oov, pramugari
ganggu, vrb, oov, resepsionis
ganggu, vrb, oov, sekretaris
ganggu, vrb, oov, teknisi komputer
ganggu, vrb, oov, tukang
ganggu, vrb, oov, tukang bangunan
ganggu, vrb, oov, tukang cat
ganggu, vrb, oov, tukang daging
ganggu, vrb, oov, tukang kayu
ganggu, vrb, oov, tukang las
ganggu, vrb, oov, tukang optic
ganggu, vrb, oov, tukang pangkas
ganggu, vrb, oov, tukang pipa
ganggu, vrb, oov, tukang pos
ganggu, vrb, oov, tukang roti
ganggu, vrb, oov, tukang sapu
ganggu, vrb, oov, wartawan
ganggu, vrb, oov, murid
ganggu, vrb, oov, pelayan
ganggu, vrb, oov, pembantu
ganggu, vrb, oov, polisi
ganggu, vrb, oov, supir
ganggu, vrb, oov, tukang
ganggu, vrb, oov, Gede
ganggu, vrb, oov, Kadek
ganggu, vrb, oov, Ketut
ganggu, vrb, oov, Komang
ganggu, vrb, oov, Made
ganggu, vrb, oov, Mang
ganggu, vrb, oov, Nengah
ganggu, vrb, oov, Ni Luh
ganggu, vrb, oov, Nyoman
ganggu, vrb, oov, Putu
ganggu, vrb, oov, Tut
ganggu, vrb, oov, Wayan
mengganggu, vrb, oov, laki-laki
mengganggu, vrb, oov, perempuan
mengganggu, vrb, oov, dia
mengganggu, vrb, oov, kita
mengganggu, vrb, oov, mereka
mengganggu, vrb, oov, saya
mengganggu, vrb, oov, Anda
mengganggu, vrb, oov, abang
mengganggu, vrb, oov, adik
mengganggu, vrb, oov, anak
mengganggu, vrb, oov, anak laki-laki
mengganggu, vrb, oov, anak perempuan
mengganggu, vrb, oov, ayah
mengganggu, vrb, oov, bapak
mengganggu, vrb, oov, ibu
mengganggu, vrb, oov, kakak
mengganggu, vrb, oov, pacar
mengganggu, vrb, oov, ahli bedah
mengganggu, vrb, oov, akuntan
mengganggu, vrb, oov, arsitek
mengganggu, vrb, oov, asisten penjualan
mengganggu, vrb, oov, dokter
mengganggu, vrb, oov, dokter gigi
mengganggu, vrb, oov, dokter hewan
mengganggu, vrb, oov, guru
mengganggu, vrb, oov, guru
mengganggu, vrb, oov, hakim
mengganggu, vrb, oov, kasir
mengganggu, vrb, oov, koki
mengganggu, vrb, oov, makelar
mengganggu, vrb, oov, montir
mengganggu, vrb, oov, pelayan
mengganggu, vrb, oov, pemadam kebakaran
mengganggu, vrb, oov, pembantu
mengganggu, vrb, oov, pemotret
mengganggu, vrb, oov, peneliti
mengganggu, vrb, oov, pengacara
mengganggu, vrb, oov, penjahit
mengganggu, vrb, oov, penjual ikan
mengganggu, vrb, oov, perawat
mengganggu, vrb, oov, perias rambut
mengganggu, vrb, oov, polisi
mengganggu, vrb, oov, pramugari
mengganggu, vrb, oov, resepsionis
mengganggu, vrb, oov, sekretaris
mengganggu, vrb, oov, teknisi komputer
mengganggu, vrb, oov, tukang
mengganggu, vrb, oov, tukang bangunan
mengganggu, vrb, oov, tukang cat
mengganggu, vrb, oov, tukang daging
mengganggu, vrb, oov, tukang kayu
mengganggu, vrb, oov, tukang las
mengganggu, vrb, oov, tukang optic
mengganggu, vrb, oov, tukang pangkas
mengganggu, vrb, oov, tukang pipa
mengganggu, vrb, oov, tukang pos
mengganggu, vrb, oov, tukang roti
mengganggu, vrb, oov, tukang sapu
mengganggu, vrb, oov, wartawan
mengganggu, vrb, oov, murid
mengganggu, vrb, oov, pelayan
mengganggu, vrb, oov, pembantu
mengganggu, vrb, oov, polisi
mengganggu, vrb, oov, supir
mengganggu, vrb, oov, tukang
mengganggu, vrb, oov, Gede
mengganggu, vrb, oov, Kadek
mengganggu, vrb, oov, Ketut
mengganggu, vrb, oov, Komang
mengganggu, vrb, oov, Made
mengganggu, vrb, oov, Mang
mengganggu, vrb, oov, Nengah
mengganggu, vrb, oov, Ni Luh
mengganggu, vrb, oov, Nyoman
mengganggu, vrb, oov, Putu
mengganggu, vrb, oov, Tut
mengganggu, vrb, oov, Wayan
gendong, vrb, oov, air
gendong, vrb, oov, anjing
gendong, vrb, oov, arti
gendong, vrb, oov, batu
gendong, vrb, oov, bensin
gendong, vrb, oov, bom
gendong, vrb, oov, cat
gendong, vrb, oov, cek
gendong, vrb, oov, cermin
gendong, vrb, oov, daging
gendong, vrb, oov, dompet
gendong, vrb, oov, gamelan
gendong, vrb, oov, gelas
gendong, vrb, oov, gunting
gendong, vrb, oov, hewan
gendong, vrb, oov, jam
gendong, vrb, oov, jawab
gendong, vrb, oov, jualan
gendong, vrb, oov, kaca
gendong, vrb, oov, kah
gendong, vrb, oov, kain
gendong, vrb, oov, kalendar
gendong, vrb, oov, kayu
gendong, vrb, oov, kentang
gendong, vrb, oov, keranjang
gendong, vrb, oov, kertas
gendong, vrb, oov, komputer
gendong, vrb, oov, kopi
gendong, vrb, oov, kotak
gendong, vrb, oov, kucing
gendong, vrb, oov, kuda
gendong, vrb, oov, kunci
gendong, vrb, oov, kursi
gendong, vrb, oov, lampu
gendong, vrb, oov, mangga
gendong, vrb, oov, masakan
gendong, vrb, oov, meja
gendong, vrb, oov, mobil
gendong, vrb, oov, motor
gendong, vrb, oov, nyewa
gendong, vrb, oov, papan
gendong, vrb, oov, pel
gendong, vrb, oov, pensil
gendong, vrb, oov, penumpang
gendong, vrb, oov, pipa
gendong, vrb, oov, pisau
gendong, vrb, oov, pos
gendong, vrb, oov, roti
gendong, vrb, oov, sabun
gendong, vrb, oov, sapu
gendong, vrb, oov, sepeda
gendong, vrb, oov, susu
gendong, vrb, oov, taksi
gendong, vrb, oov, tas
gendong, vrb, oov, uang
ingat, vrb, oov, nama
ingat, vrb, oov, waktu
ingat, vrb, oov, tanggal
ingat, vrb, oov, air
ingat, vrb, oov, anjing
ingat, vrb, oov, arti
ingat, vrb, oov, batu
ingat, vrb, oov, bensin
ingat, vrb, oov, bom
ingat, vrb, oov, cat
ingat, vrb, oov, cek
ingat, vrb, oov, cermin
ingat, vrb, oov, daging
ingat, vrb, oov, dompet
ingat, vrb, oov, gamelan
ingat, vrb, oov, gelas
ingat, vrb, oov, gunting
ingat, vrb, oov, hewan
ingat, vrb, oov, jam
ingat, vrb, oov, jawab
ingat, vrb, oov, jualan
ingat, vrb, oov, kaca
ingat, vrb, oov, kah
ingat, vrb, oov, kain
ingat, vrb, oov, kalendar
ingat, vrb, oov, kayu
ingat, vrb, oov, kentang
ingat, vrb, oov, keranjang
ingat, vrb, oov, kertas
ingat, vrb, oov, komputer
ingat, vrb, oov, kopi
ingat, vrb, oov, kotak
ingat, vrb, oov, kucing
ingat, vrb, oov, kuda
ingat, vrb, oov, kunci
ingat, vrb, oov, kursi
ingat, vrb, oov, lampu
ingat, vrb, oov, mangga
ingat, vrb, oov, masakan
ingat, vrb, oov, meja
ingat, vrb, oov, mobil
ingat, vrb, oov, motor
ingat, vrb, oov, nyewa
ingat, vrb, oov, papan
ingat, vrb, oov, pel
ingat, vrb, oov, pensil
ingat, vrb, oov, penumpang
ingat, vrb, oov, pipa
ingat, vrb, oov, pisau
ingat, vrb, oov, pos
ingat, vrb, oov, roti
ingat, vrb, oov, sabun
ingat, vrb, oov, sapu
ingat, vrb, oov, sepeda
ingat, vrb, oov, susu
ingat, vrb, oov, taksi
ingat, vrb, oov, tas
ingat, vrb, oov, uang
lupa, vrb, oov, nama
lupa, vrb, oov, waktu
lupa, vrb, oov, tanggal
lupa, vrb, oov, air
lupa, vrb, oov, anjing
lupa, vrb, oov, arti
lupa, vrb, oov, batu
lupa, vrb, oov, bensin
lupa, vrb, oov, bom
lupa, vrb, oov, cat
lupa, vrb, oov, cek
lupa, vrb, oov, cermin
lupa, vrb, oov, daging
lupa, vrb, oov, dompet
lupa, vrb, oov, gamelan
lupa, vrb, oov, gelas
lupa, vrb, oov, gunting
lupa, vrb, oov, hewan
lupa, vrb, oov, jam
lupa, vrb, oov, jawab
lupa, vrb, oov, jualan
lupa, vrb, oov, kaca
lupa, vrb, oov, kah
lupa, vrb, oov, kain
lupa, vrb, oov, kalendar
lupa, vrb, oov, kayu
lupa, vrb, oov, kentang
lupa, vrb, oov, keranjang
lupa, vrb, oov, kertas
lupa, vrb, oov, komputer
lupa, vrb, oov, kopi
lupa, vrb, oov, kotak
lupa, vrb, oov, kucing
lupa, vrb, oov, kuda
lupa, vrb, oov, kunci
lupa, vrb, oov, kursi
lupa, vrb, oov, lampu
lupa, vrb, oov, mangga
lupa, vrb, oov, masakan
lupa, vrb, oov, meja
lupa, vrb, oov, mobil
lupa, vrb, oov, motor
lupa, vrb, oov, nyewa
lupa, vrb, oov, papan
lupa, vrb, oov, pel
lupa, vrb, oov, pensil
lupa, vrb, oov, penumpang
lupa, vrb, oov, pipa
lupa, vrb, oov, pisau
lupa, vrb, oov, pos
lupa, vrb, oov, roti
lupa, vrb, oov, sabun
lupa, vrb, oov, sapu
lupa, vrb, oov, sepeda
lupa, vrb, oov, susu
lupa, vrb, oov, taksi
lupa, vrb, oov, tas
lupa, vrb, oov, uang
jadi, vrb, oov, laki-laki
jadi, vrb, oov, perempuan
jadi, vrb, oov, dia
jadi, vrb, oov, kita
jadi, vrb, oov, mereka
jadi, vrb, oov, saya
jadi, vrb, oov, Anda
jadi, vrb, oov, abang
jadi, vrb, oov, adik
jadi, vrb, oov, anak
jadi, vrb, oov, anak laki-laki
jadi, vrb, oov, anak perempuan
jadi, vrb, oov, ayah
jadi, vrb, oov, bapak
jadi, vrb, oov, ibu
jadi, vrb, oov, kakak
jadi, vrb, oov, pacar
jadi, vrb, oov, ahli bedah
jadi, vrb, oov, akuntan
jadi, vrb, oov, arsitek
jadi, vrb, oov, asisten penjualan
jadi, vrb, oov, dokter
jadi, vrb, oov, dokter gigi
jadi, vrb, oov, dokter hewan
jadi, vrb, oov, guru
jadi, vrb, oov, guru
jadi, vrb, oov, hakim
jadi, vrb, oov, kasir
jadi, vrb, oov, koki
jadi, vrb, oov, makelar
jadi, vrb, oov, montir
jadi, vrb, oov, pelayan
jadi, vrb, oov, pemadam kebakaran
jadi, vrb, oov, pembantu
jadi, vrb, oov, pemotret
jadi, vrb, oov, peneliti
jadi, vrb, oov, pengacara
jadi, vrb, oov, penjahit
jadi, vrb, oov, penjual ikan
jadi, vrb, oov, perawat
jadi, vrb, oov, perias rambut
jadi, vrb, oov, polisi
jadi, vrb, oov, pramugari
jadi, vrb, oov, resepsionis
jadi, vrb, oov, sekretaris
jadi, vrb, oov, teknisi komputer
jadi, vrb, oov, tukang
jadi, vrb, oov, tukang bangunan
jadi, vrb, oov, tukang cat
jadi, vrb, oov, tukang daging
jadi, vrb, oov, tukang kayu
jadi, vrb, oov, tukang las
jadi, vrb, oov, tukang optic
jadi, vrb, oov, tukang pangkas
jadi, vrb, oov, tukang pipa
jadi, vrb, oov, tukang pos
jadi, vrb, oov, tukang roti
jadi, vrb, oov, tukang sapu
jadi, vrb, oov, wartawan
jadi, vrb, oov, murid
jadi, vrb, oov, pelayan
jadi, vrb, oov, pembantu
jadi, vrb, oov, polisi
jadi, vrb, oov, supir
jadi, vrb, oov, tukang
jadi, vrb, oov, Gede
jadi, vrb, oov, Kadek
jadi, vrb, oov, Ketut
jadi, vrb, oov, Komang
jadi, vrb, oov, Made
jadi, vrb, oov, Mang
jadi, vrb, oov, Nengah
jadi, vrb, oov, Ni Luh
jadi, vrb, oov, Nyoman
jadi, vrb, oov, Putu
jadi, vrb, oov, Tut
jadi, vrb, oov, Wayan
menjadi, vrb, oov, laki-laki
menjadi, vrb, oov, perempuan
menjadi, vrb, oov, dia
menjadi, vrb, oov, kita
menjadi, vrb, oov, mereka
menjadi, vrb, oov, saya
menjadi, vrb, oov, Anda
menjadi, vrb, oov, abang
menjadi, vrb, oov, adik
menjadi, vrb, oov, anak
menjadi, vrb, oov, anak laki-laki
menjadi, vrb, oov, anak perempuan
menjadi, vrb, oov, ayah
menjadi, vrb, oov, bapak
menjadi, vrb, oov, ibu
menjadi, vrb, oov, kakak
menjadi, vrb, oov, pacar
menjadi, vrb, oov, ahli bedah
menjadi, vrb, oov, akuntan
menjadi, vrb, oov, arsitek
menjadi, vrb, oov, asisten penjualan
menjadi, vrb, oov, dokter
menjadi, vrb, oov, dokter gigi
menjadi, vrb, oov, dokter hewan
menjadi, vrb, oov, guru
menjadi, vrb, oov, guru
menjadi, vrb, oov, hakim
menjadi, vrb, oov, kasir
menjadi, vrb, oov, koki
menjadi, vrb, oov, makelar
menjadi, vrb, oov, montir
menjadi, vrb, oov, pelayan
menjadi, vrb, oov, pemadam kebakaran
menjadi, vrb, oov, pembantu
menjadi, vrb, oov, pemotret
menjadi, vrb, oov, peneliti
menjadi, vrb, oov, pengacara
menjadi, vrb, oov, penjahit
menjadi, vrb, oov, penjual ikan
menjadi, vrb, oov, perawat
menjadi, vrb, oov, perias rambut
menjadi, vrb, oov, polisi
menjadi, vrb, oov, pramugari
menjadi, vrb, oov, resepsionis
menjadi, vrb, oov, sekretaris
menjadi, vrb, oov, teknisi komputer
menjadi, vrb, oov, tukang
menjadi, vrb, oov, tukang bangunan
menjadi, vrb, oov, tukang cat
menjadi, vrb, oov, tukang daging
menjadi, vrb, oov, tukang kayu
menjadi, vrb, oov, tukang las
menjadi, vrb, oov, tukang optic
menjadi, vrb, oov, tukang pangkas
menjadi, vrb, oov, tukang pipa
menjadi, vrb, oov, tukang pos
menjadi, vrb, oov, tukang roti
menjadi, vrb, oov, tukang sapu
menjadi, vrb, oov, wartawan
menjadi, vrb, oov, murid
menjadi, vrb, oov, pelayan
menjadi, vrb, oov, pembantu
menjadi, vrb, oov, polisi
menjadi, vrb, oov, supir
menjadi, vrb, oov, tukang
menjadi, vrb, oov, Gede
menjadi, vrb, oov, Kadek
menjadi, vrb, oov, Ketut
menjadi, vrb, oov, Komang
menjadi, vrb, oov, Made
menjadi, vrb, oov, Mang
menjadi, vrb, oov, Nengah
menjadi, vrb, oov, Ni Luh
menjadi, vrb, oov, Nyoman
menjadi, vrb, oov, Putu
menjadi, vrb, oov, Tut
